address,tagged,lat,lng,full
"Blk 111, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 36, BEDOK STH AVE 2, Singapore",False,,,
"Blk 23, BEDOK STH AVE 1, Singapore",False,,,
"Blk 42, CHAI CHEE ST, Singapore",False,,,
"Blk 103, BEDOK NTH AVE 4, Singapore",False,,,
"Blk 151, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 56, CHAI CHEE DR, Singapore",False,,,
"Blk 80, BEDOK NTH RD, Singapore",False,,,
"Blk 602, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 140, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 35, CHAI CHEE AVE, Singapore",False,,,
"Blk 108, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 5, BEDOK STH AVE 2, Singapore",False,,,
"Blk 135, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 132, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 613, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 532, BEDOK NTH ST 3, Singapore",False,,,
"Blk 61, CHAI CHEE RD, Singapore",False,,,
"Blk 619, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 201, BEDOK NTH ST 1, Singapore",False,,,
"Blk 43, CHAI CHEE ST, Singapore",False,,,
"Blk 508, BEDOK NTH AVE 3, Singapore",False,,,
"Blk 43, BEDOK STH RD, Singapore",False,,,
"Blk 170, BEDOK STH RD, Singapore",False,,,
"Blk 704, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 171, BEDOK STH RD, Singapore",False,,,
"Blk 35, BEDOK STH AVE 2, Singapore",False,,,
"Blk 82, BEDOK NTH RD, Singapore",False,,,
"Blk 428, BEDOK NTH RD, Singapore",False,,,
"Blk 104, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 120, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 611, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 545, BEDOK NTH ST 3, Singapore",False,,,
"Blk 101, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 612, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 404, BEDOK NTH AVE 3, Singapore",False,,,
"Blk 601, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 763, BEDOK RESERVOIR VIEW, Singapore",False,,,
"Blk 647, JLN TENAGA, Singapore",False,,,
"Blk 766, BEDOK RESERVOIR VIEW, Singapore",False,,,
"Blk 772, BEDOK RESERVOIR VIEW, Singapore",False,,,
"Blk 660, JLN TENAGA, Singapore",False,,,
"Blk 137, BEDOK NTH AVE 3, Singapore",False,,,
"Blk 671, JLN DAMAI, Singapore",False,,,
"Blk 114, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 715, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 53, CHAI CHEE ST, Singapore",False,,,
"Blk 183, BEDOK NTH RD, Singapore",False,,,
"Blk 111, LENGKONG TIGA, Singapore",False,,,
"Blk 145, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 717, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 666, JLN DAMAI, Singapore",False,,,
"Blk 116, LENGKONG TIGA, Singapore",False,,,
"Blk 629, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 96, BEDOK NTH AVE 4, Singapore",False,,,
"Blk 99, BEDOK NTH AVE 4, Singapore",False,,,
"Blk 505, BEDOK NTH AVE 3, Singapore",False,,,
"Blk 102, LENGKONG TIGA, Singapore",False,,,
"Blk 72, BEDOK STH AVE 3, Singapore",False,,,
"Blk 719, BEDOK RESERVOIR RD, Singapore",False,,,
"Blk 220B, BEDOK CTRL, Singapore",False,,,
"Blk 110, LENGKONG TIGA, Singapore",False,,,
"Blk 160, BEDOK STH AVE 3, Singapore",False,,,
"Blk 103, LENGKONG TIGA, Singapore",False,,,
"Blk 10E, BEDOK STH AVE 2, Singapore",False,,,
"Blk 115, BEDOK NTH RD, Singapore",False,,,
"Blk 403, SIN MING AVE, Singapore",False,,,
"Blk 150A, BISHAN ST 11, Singapore",False,,,
"Blk 115, BISHAN ST 12, Singapore",False,,,
"Blk 116, BISHAN ST 12, Singapore",False,,,
"Blk 111, BISHAN ST 12, Singapore",False,,,
"Blk 153, BISHAN ST 13, Singapore",False,,,
"Blk 455, SIN MING AVE, Singapore",False,,,
"Blk 445, SIN MING AVE, Singapore",False,,,
"Blk 239, BISHAN ST 22, Singapore",False,,,
"Blk 233, BISHAN ST 22, Singapore",False,,,
"Blk 171, BISHAN ST 13, Singapore",False,,,
"Blk 285, BISHAN ST 22, Singapore",False,,,
"Blk 140, BISHAN ST 12, Singapore",False,,,
"Blk 267, BISHAN ST 24, Singapore",False,,,
"Blk 224, BISHAN ST 23, Singapore",False,,,
"Blk 223, BISHAN ST 23, Singapore",False,,,
"Blk 236, BISHAN ST 22, Singapore",False,,,
"Blk 157, BISHAN ST 13, Singapore",False,,,
"Blk 290, BISHAN ST 24, Singapore",False,,,
"Blk 237, BISHAN ST 22, Singapore",False,,,
"Blk 304, SHUNFU RD, Singapore",False,,,
"Blk 254, BISHAN ST 22, Singapore",False,,,
"Blk 313, SHUNFU RD, Singapore",False,,,
"Blk 113, BISHAN ST 12, Singapore",False,,,
"Blk 141, BISHAN ST 12, Singapore",False,,,
"Blk 289, BISHAN ST 24, Singapore",False,,,
"Blk 144, BISHAN ST 12, Singapore",False,,,
"Blk 155, BISHAN ST 13, Singapore",False,,,
"Blk 156, BISHAN ST 13, Singapore",False,,,
"Blk 142, BISHAN ST 12, Singapore",False,,,
"Blk 245, BISHAN ST 22, Singapore",False,,,
"Blk 103, BISHAN ST 12, Singapore",False,,,
"Blk 263, BISHAN ST 22, Singapore",False,,,
"Blk 124, BISHAN ST 12, Singapore",False,,,
"Blk 102, BISHAN ST 12, Singapore",False,,,
"Blk 179, BISHAN ST 13, Singapore",False,,,
"Blk 291, BISHAN ST 24, Singapore",False,,,
"Blk 257, BISHAN ST 22, Singapore",False,,,
"Blk 244, BISHAN ST 22, Singapore",False,,,
"Blk 301, SHUNFU RD, Singapore",False,,,
"Blk 212, BISHAN ST 23, Singapore",False,,,
"Blk 137, BISHAN ST 12, Singapore",False,,,
"Blk 507, BT BATOK ST 52, Singapore",False,,,
"Blk 413, BT BATOK WEST AVE 4, Singapore",False,,,
"Blk 422, BT BATOK WEST AVE 2, Singapore",False,,,
"Blk 374, BT BATOK ST 31, Singapore",False,,,
"Blk 416, BT BATOK WEST AVE 4, Singapore",False,,,
"Blk 501, BT BATOK ST 52, Singapore",False,,,
"Blk 342, BT BATOK ST 34, Singapore",False,,,
"Blk 272, BT BATOK EAST AVE 4, Singapore",False,,,
"Blk 367, BT BATOK ST 31, Singapore",False,,,
"Blk 347, BT BATOK ST 34, Singapore",False,,,
"Blk 312, BT BATOK ST 32, Singapore",False,,,
"Blk 175, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 421, BT BATOK WEST AVE 2, Singapore",False,,,
"Blk 245, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 504, BT BATOK ST 52, Singapore",False,,,
"Blk 239, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 533, BT BATOK ST 51, Singapore",False,,,
"Blk 148, BT BATOK WEST AVE 6, Singapore",False,,,
"Blk 250, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 241, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 177, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 258, BT BATOK EAST AVE 4, Singapore",False,,,
"Blk 345, BT BATOK ST 34, Singapore",False,,,
"Blk 263, BT BATOK EAST AVE 4, Singapore",False,,,
"Blk 217, BT BATOK ST 21, Singapore",False,,,
"Blk 340, BT BATOK ST 34, Singapore",False,,,
"Blk 235, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 139, BT BATOK WEST AVE 6, Singapore",False,,,
"Blk 534, BT BATOK ST 51, Singapore",False,,,
"Blk 230, BT BATOK EAST AVE 3, Singapore",False,,,
"Blk 219, BT BATOK ST 21, Singapore",False,,,
"Blk 212, BT BATOK ST 21, Singapore",False,,,
"Blk 343, BT BATOK ST 34, Singapore",False,,,
"Blk 540, BT BATOK ST 52, Singapore",False,,,
"Blk 537, BT BATOK ST 52, Singapore",False,,,
"Blk 213, BT BATOK ST 21, Singapore",False,,,
"Blk 513, BT BATOK ST 52, Singapore",False,,,
"Blk 348, BT BATOK ST 34, Singapore",False,,,
"Blk 310, BT BATOK ST 32, Singapore",False,,,
"Blk 331, BT BATOK ST 33, Singapore",False,,,
"Blk 408, BT BATOK WEST AVE 4, Singapore",False,,,
"Blk 370, BT BATOK ST 31, Singapore",False,,,
"Blk 329, BT BATOK ST 33, Singapore",False,,,
"Blk 337, BT BATOK ST 34, Singapore",False,,,
"Blk 369, BT BATOK ST 31, Singapore",False,,,
"Blk 182, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 308, BT BATOK ST 31, Singapore",False,,,
"Blk 234, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 368, BT BATOK ST 31, Singapore",False,,,
"Blk 242, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 165, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 288D, BT BATOK ST 25, Singapore",False,,,
"Blk 260, BT BATOK EAST AVE 4, Singapore",False,,,
"Blk 316, BT BATOK ST 32, Singapore",False,,,
"Blk 350, BT BATOK ST 34, Singapore",False,,,
"Blk 341, BT BATOK ST 34, Singapore",False,,,
"Blk 244, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 363, BT BATOK ST 31, Singapore",False,,,
"Blk 227, BT BATOK CTRL, Singapore",False,,,
"Blk 233, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 539, BT BATOK ST 52, Singapore",False,,,
"Blk 169, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 247, BT BATOK EAST AVE 5, Singapore",False,,,
"Blk 289F, BT BATOK ST 25, Singapore",False,,,
"Blk 514, BT BATOK ST 52, Singapore",False,,,
"Blk 257, BT BATOK EAST AVE 4, Singapore",False,,,
"Blk 193, BT BATOK WEST AVE 6, Singapore",False,,,
"Blk 325, BT BATOK ST 33, Singapore",False,,,
"Blk 290F, BT BATOK ST 24, Singapore",False,,,
"Blk 301, BT BATOK ST 31, Singapore",False,,,
"Blk 395, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 426, BT BATOK WEST AVE 2, Singapore",False,,,
"Blk 392, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 386, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 201, BT BATOK ST 21, Singapore",False,,,
"Blk 171, BT BATOK WEST AVE 8, Singapore",False,,,
"Blk 291A, BT BATOK ST 24, Singapore",False,,,
"Blk 357, BT BATOK ST 31, Singapore",False,,,
"Blk 394, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 620, BT BATOK CTRL, Singapore",False,,,
"Blk 117, BT BATOK WEST AVE 6, Singapore",False,,,
"Blk 388, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 542, BT BATOK ST 52, Singapore",False,,,
"Blk 383, BT BATOK WEST AVE 5, Singapore",False,,,
"Blk 110, BT BATOK WEST AVE 6, Singapore",False,,,
"Blk 120, BT BATOK CTRL, Singapore",False,,,
"Blk 623, BT BATOK CTRL, Singapore",False,,,
"Blk 288A, BT BATOK ST 25, Singapore",False,,,
"Blk 299, BT BATOK ST 22, Singapore",False,,,
"Blk 289C, BT BATOK ST 25, Singapore",False,,,
"Blk 628, BT BATOK CTRL, Singapore",False,,,
"Blk 76, TELOK BLANGAH DR, Singapore",False,,,
"Blk 37, JLN RUMAH TINGGI, Singapore",False,,,
"Blk 16, TAMAN HO SWEE, Singapore",False,,,
"Blk 22, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 33, TELOK BLANGAH WAY, Singapore",False,,,
"Blk 12, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 43, TELOK BLANGAH RISE, Singapore",False,,,
"Blk 107, JLN BT MERAH, Singapore",False,,,
"Blk 44, TELOK BLANGAH DR, Singapore",False,,,
"Blk 142, JLN BT MERAH, Singapore",False,,,
"Blk 18, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 2, JLN BT MERAH, Singapore",False,,,
"Blk 101, BT PURMEI RD, Singapore",False,,,
"Blk 6, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 42, TELOK BLANGAH RISE, Singapore",False,,,
"Blk 64, TELOK BLANGAH DR, Singapore",False,,,
"Blk 75, TELOK BLANGAH DR, Singapore",False,,,
"Blk 105, HENDERSON CRES, Singapore",False,,,
"Blk 63, TELOK BLANGAH HTS, Singapore",False,,,
"Blk 61, TELOK BLANGAH HTS, Singapore",False,,,
"Blk 132, JLN BT MERAH, Singapore",False,,,
"Blk 146, JLN BT MERAH, Singapore",False,,,
"Blk 101, HENDERSON CRES, Singapore",False,,,
"Blk 21, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 22, HAVELOCK RD, Singapore",False,,,
"Blk 2, EVERTON PK, Singapore",False,,,
"Blk 128, BT MERAH VIEW, Singapore",False,,,
"Blk 26A, JLN MEMBINA, Singapore",False,,,
"Blk 23, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 52, LENGKOK BAHRU, Singapore",False,,,
"Blk 40, TELOK BLANGAH RISE, Singapore",False,,,
"Blk 24, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 102, HENDERSON CRES, Singapore",False,,,
"Blk 56, TELOK BLANGAH HTS, Singapore",False,,,
"Blk 26D, JLN MEMBINA, Singapore",False,,,
"Blk 13, CANTONMENT CL, Singapore",False,,,
"Blk 51, TELOK BLANGAH DR, Singapore",False,,,
"Blk 77, TELOK BLANGAH DR, Singapore",False,,,
"Blk 44, MOH GUAN TER, Singapore",False,,,
"Blk 14A, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 55, TELOK BLANGAH DR, Singapore",False,,,
"Blk 109B, DEPOT RD, Singapore",False,,,
"Blk 3, DELTA AVE, Singapore",False,,,
"Blk 50, TELOK BLANGAH DR, Singapore",False,,,
"Blk 88, TELOK BLANGAH HTS, Singapore",False,,,
"Blk 11, CANTONMENT CL, Singapore",False,,,
"Blk 115, BT PURMEI RD, Singapore",False,,,
"Blk 118D, JLN MEMBINA, Singapore",False,,,
"Blk 5, DELTA AVE, Singapore",False,,,
"Blk 39, TELOK BLANGAH RISE, Singapore",False,,,
"Blk 17, CANTONMENT CL, Singapore",False,,,
"Blk 14, TELOK BLANGAH CRES, Singapore",False,,,
"Blk 50, HOY FATT RD, Singapore",False,,,
"Blk 114, DEPOT RD, Singapore",False,,,
"Blk 66, TELOK BLANGAH DR, Singapore",False,,,
"Blk 6A, BOON TIONG RD, Singapore",False,,,
"Blk 12, CANTONMENT CL, Singapore",False,,,
"Blk 81, REDHILL LANE, Singapore",False,,,
"Blk 75C, REDHILL RD, Singapore",False,,,
"Blk 16, CANTONMENT CL, Singapore",False,,,
"Blk 106A, DEPOT RD, Singapore",False,,,
"Blk 83, REDHILL LANE, Singapore",False,,,
"Blk 77A, REDHILL RD, Singapore",False,,,
"Blk 118C, JLN MEMBINA, Singapore",False,,,
"Blk 19, JLN MEMBINA, Singapore",False,,,
"Blk 95, HAVELOCK RD, Singapore",False,,,
"Blk 9, CANTONMENT CL, Singapore",False,,,
"Blk 75A, REDHILL RD, Singapore",False,,,
"Blk 106, SPOTTISWOODE PK RD, Singapore",False,,,
"Blk 8B, BOON TIONG RD, Singapore",False,,,
"Blk 119B, KIM TIAN RD, Singapore",False,,,
"Blk 87, TELOK BLANGAH HTS, Singapore",False,,,
"Blk 75B, REDHILL RD, Singapore",False,,,
"Blk 103, SPOTTISWOODE PK RD, Singapore",False,,,
"Blk 7, KIM TIAN PL, Singapore",False,,,
"Blk 14, JLN BT MERAH, Singapore",False,,,
"Blk 6B, BOON TIONG RD, Singapore",False,,,
"Blk 73A, REDHILL RD, Singapore",False,,,
"Blk 131B, KIM TIAN RD, Singapore",False,,,
"Blk 76A, REDHILL RD, Singapore",False,,,
"Blk 105, GANGSA RD, Singapore",False,,,
"Blk 118, PENDING RD, Singapore",False,,,
"Blk 143, PETIR RD, Singapore",False,,,
"Blk 206, PETIR RD, Singapore",False,,,
"Blk 482, SEGAR RD, Singapore",False,,,
"Blk 241, BT PANJANG RING RD, Singapore",False,,,
"Blk 510, JELAPANG RD, Singapore",False,,,
"Blk 518, JELAPANG RD, Singapore",False,,,
"Blk 250, BANGKIT RD, Singapore",False,,,
"Blk 501, JELAPANG RD, Singapore",False,,,
"Blk 613, BT PANJANG RING RD, Singapore",False,,,
"Blk 502, JELAPANG RD, Singapore",False,,,
"Blk 516, JELAPANG RD, Singapore",False,,,
"Blk 227, PENDING RD, Singapore",False,,,
"Blk 541, BT PANJANG RING RD, Singapore",False,,,
"Blk 471, SEGAR RD, Singapore",False,,,
"Blk 521, JELAPANG RD, Singapore",False,,,
"Blk 214, PETIR RD, Singapore",False,,,
"Blk 467, SEGAR RD, Singapore",False,,,
"Blk 473, SEGAR RD, Singapore",False,,,
"Blk 616, SENJA RD, Singapore",False,,,
"Blk 614, SENJA RD, Singapore",False,,,
"Blk 113, PENDING RD, Singapore",False,,,
"Blk 531, JELAPANG RD, Singapore",False,,,
"Blk 177, LOMPANG RD, Singapore",False,,,
"Blk 472, SEGAR RD, Singapore",False,,,
"Blk 474, SEGAR RD, Singapore",False,,,
"Blk 520, JELAPANG RD, Singapore",False,,,
"Blk 652, SENJA LINK, Singapore",False,,,
"Blk 424, FAJAR RD, Singapore",False,,,
"Blk 410, SAUJANA RD, Singapore",False,,,
"Blk 476, SEGAR RD, Singapore",False,,,
"Blk 505, JELAPANG RD, Singapore",False,,,
"Blk 624, SENJA RD, Singapore",False,,,
"Blk 163, GANGSA RD, Singapore",False,,,
"Blk 603, SENJA RD, Singapore",False,,,
"Blk 611, BT PANJANG RING RD, Singapore",False,,,
"Blk 650, SENJA LINK, Singapore",False,,,
"Blk 176, LOMPANG RD, Singapore",False,,,
"Blk 465, SEGAR RD, Singapore",False,,,
"Blk 629, SENJA RD, Singapore",False,,,
"Blk 164, GANGSA RD, Singapore",False,,,
"Blk 625, SENJA RD, Singapore",False,,,
"Blk 154, GANGSA RD, Singapore",False,,,
"Blk 610, SENJA RD, Singapore",False,,,
"Blk 138, PETIR RD, Singapore",False,,,
"Blk 239, BT PANJANG RING RD, Singapore",False,,,
"Blk 184, JELEBU RD, Singapore",False,,,
"Blk 124, PENDING RD, Singapore",False,,,
"Blk 107, GANGSA RD, Singapore",False,,,
"Blk 147, GANGSA RD, Singapore",False,,,
"Blk 172, GANGSA RD, Singapore",False,,,
"Blk 180, LOMPANG RD, Singapore",False,,,
"Blk 528, JELAPANG RD, Singapore",False,,,
"Blk 532, JELAPANG RD, Singapore",False,,,
"Blk 4, TOH YI DR, Singapore",False,,,
"Blk 16, TOH YI DR, Singapore",False,,,
